lvx,lvy,lvz,noise,angle,Diary
-1.46951937338594,-1.19581789114966,-0.631133572491443,0.824827708245678,2.13259674182436,1
-0.44597312658434,0.282352963221469,0.482139829003665,1.37629031034986,1.67806284385759,1
-0.546691905278836,0.25514623666996,0.458903931901099,1.25102116802433,0.995773818791344,1
-0.471198734055258,0.0627313686079591,0.39175887764298,0.764698519929422,1.93729484051589,1
-1.5153084439839,-0.763918808663928,-0.997481823555098,0.82065207016816,3.66886419335784,1
-0.514584487568474,-1.01565120435044,0.288809768608455,1.12074126000577,1.23188049824983,1
-0.574985240456376,-0.674346765394114,0.502750973583854,1.40997379084184,0.522458295916965,1
-0.703166957230585,-0.938467095180698,0.080982347635532,0.740201443207984,2.1282799988799,1
-1.41473968698548,-1.63358753514463,-1.81519731787554,0.762193137082911,4.37732505757513,1
-0.828514299373145,-0.468223948201141,-0.392689294375893,0.796711745190392,2.4454419190073,1
-0.15690077763888,0.263231796093215,0.428626192440444,1.02887722230038,1.99126721824818,1
-0.271738052528662,-0.0719290348745549,0.432208108843408,1.33230692260001,3.22106813078171,1
-0.938275910841456,-0.149393616602868,-0.971665554734429,0.868532720123698,1.1397500174384,1
-1.15184663030195,-0.00298638651559722,-1.05652424379417,1.41526293240669,1.0643565347769,1
-2.03889198942425,-1.39218386522731,-1.67247112775688,1.03889875368642,5.2009247764858,1
-0.551754911648465,0.133032139107518,0.338622969913223,1.33843119178036,3.77842649328357,1
-0.892792979721202,0.641709125345836,1.00597912817475,0.955664368007902,2.90791772510853,1
-0.228638337960138,0.195240490327979,0.0938760209703886,1.54693471978442,1.43168933215394,1
-0.313757104496867,0.621932330590174,-0.0950220761332266,1.51269448754877,1.62021652066047,1
-0.49252382763061,-0.243706929070922,-0.461731459557343,1.71145486003862,3.84870111143639,1
0.0285627878083771,-0.775839502443744,-0.401674756555134,1.08733615538563,3.32638207781483,1
-0.192235143306525,0.0451675277900174,0.483749009413385,1.17029216519232,2.59181601384977,1
-0.54429140428983,0.184992071134731,0.458989067387405,1.00994766301563,2.17585196678915,1
-0.892007073074975,-0.0712193405977227,0.0947578658932102,1.0645093338952,4.57475738774323,1
-0.584230035832754,0.40051597867328,-1.06189186847499,1.96338502404886,1.35267055639066,1
-0.785701642649507,0.506625829163349,-1.25234603045611,1.7685219137647,0.794837858942165,1
-1.58736762535739,-0.572304983246413,-1.64980136996846,1.08204701382077,2.10357412212055,1
